JKPAYT,#genre#
超级体育,http://39.135.140.104:6610/PLTV/88888888/224/3221225622/2/index.m3u8
超级体育,http://39.135.140.104:6610/PLTV/88888888/224/3221225767/2/index.m3u8
超级综艺,http://39.135.140.104:6610/PLTV/88888888/224/3221225620/2/index.m3u8
超级综艺,http://39.135.140.104:6610/PLTV/88888888/224/3221225768/2/index.m3u8
睛彩广场舞,http://39.135.140.104:6610/PLTV/88888888/224/3221226238/2/index.m3u8
睛彩篮球,http://39.135.140.104:6610/PLTV/88888888/224/3221226240/2/index.m3u8
睛彩篮球,http://39.135.140.104:6610/PLTV/88888888/224/3221226241/2/index.m3u8
睛彩竞技,http://39.135.140.104:6610/PLTV/88888888/224/3221226243/2/index.m3u8
睛彩青少,http://39.135.140.104:6610/PLTV/88888888/224/3221226261/2/index.m3u8
精品萌宠,http://39.135.140.104:6610/PLTV/88888888/224/3221226245/2/index.m3u8
精品大剧,http://39.135.140.104:6610/PLTV/88888888/224/3221225714/2/index.m3u8
精品体育,http://39.135.140.104:6610/PLTV/88888888/224/3221225709/2/index.m3u8
黑莓电影,http://39.135.140.104:6610/PLTV/88888888/224/3221225764/2/index.m3u8
黑莓电影,http://39.135.140.104:6610/PLTV/88888888/224/3221225769/2/index.m3u8
黑莓动画,http://39.135.140.104:6610/PLTV/88888888/224/3221225672/2/index.m3u8
畅享影院,http://39.135.140.104:6610/PLTV/88888888/224/3221226300/2/index.m3u8
欢乐剧场,http://39.135.140.104:6610/PLTV/88888888/224/3221226210/2/index.m3u8
古装剧场,http://39.135.140.104:6610/PLTV/88888888/224/3221225678/2/index.m3u8
品质大剧,http://39.135.140.104:6610/PLTV/88888888/224/3221226266/2/index.m3u8
炫舞未来,http://39.135.140.104:6610/PLTV/88888888/224/3221225707/2/index.m3u8
潮妈辣婆,http://39.135.140.104:6610/PLTV/88888888/224/3221225708/2/index.m3u8
电影,http://39.135.140.104:6610/PLTV/88888888/224/3221225712/2/index.m3u8
家庭剧场,http://39.135.140.104:6610/PLTV/88888888/224/3221225713/2/index.m3u8
军事评论,http://39.135.140.104:6610/PLTV/88888888/224/3221225757/2/index.m3u8
茶频道,http://39.135.140.104:6610/PLTV/88888888/224/3221225781/2/index.m3u8
陶瓷频道,http://39.135.140.104:6610/PLTV/88888888/224/3221226304/2/index.m3u8
咪咕视频,http://39.135.140.104:6610/PLTV/88888888/224/3221226235/2/index.m3u8
金鹰卡通,http://39.135.140.104:6610/PLTV/88888888/224/3221226246/2/index.m3u8
追番必看,http://39.135.140.104:6610/PLTV/88888888/224/3221226269/2/index.m3u8
哒啵电竞,http://39.135.140.104:6610/PLTV/88888888/224/3221226265/2/index.m3u8
动画世界,http://39.135.140.104:6610/PLTV/88888888/224/3221226272/2/index.m3u8
文物宝库,http://39.135.140.104:6610/PLTV/88888888/224/3221226328/2/index.m3u8
KAKU少儿,http://39.135.140.104:6610/PLTV/88888888/224/3221226362/2/index.m3u8
武术世界,http://39.135.140.104:6610/PLTV/88888888/224/3221225508/2/index.m3u8
梨园频道,http://39.135.140.104:6610/PLTV/88888888/224/3221225581/2/index.m3u8
哒啵赛事,http://39.135.140.104:6610/PLTV/88888888/224/3221225653/2/index.m3u8
拳击频道,http://39.135.140.104:6610/PLTV/88888888/224/3221225656/2/index.m3u8
中国功夫,http://39.135.140.104:6610/PLTV/88888888/224/3221225660/2/index.m3u8
怡伴健康,http://39.135.140.104:6610/PLTV/88888888/224/3221225666/2/index.m3u8
军旅剧场,http://39.135.140.104:6610/PLTV/88888888/224/3221225669/2/index.m3u8
农业致富,http://39.135.140.104:6610/PLTV/88888888/224/3221225670/2/index.m3u8
纪实科教,http://39.135.140.104:6610/PLTV/88888888/224/3221226365/2/index.m3u8
纪实科教,http://39.135.140.104:6610/PLTV/88888888/224/3221225676/2/index.m3u8
纪实科教,http://39.135.140.104:6610/PLTV/88888888/224/3221225675/2/index.m3u8
金鹰纪实,http://39.135.140.104:6610/PLTV/88888888/224/3221225595/2/index.m3u8
纪实人文,http://39.135.140.104:6610/PLTV/88888888/224/3221225609/2/index.m3u8
纪实人文,http://39.135.140.104:6610/PLTV/88888888/224/3221225654/2/index.m3u8
纪实人文,http://39.135.140.104:6610/PLTV/88888888/224/3221225655/2/index.m3u8

江西联通,#genre#
CCTV1,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227034/10000100000000060000000000570885_0.smil
CCTV2,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227231/10000100000000060000000000680051_0.smil
CCTV3,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227255/10000100000000060000000000746031_0.smil
CCTV4,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227022/10000100000000060000000000571118_0.smil
CCTV4欧洲,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227309/10000100000000060000000001945892_0.smil
CCTV4美洲,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227311/10000100000000060000000001945895_0.smil
CCTV5,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227264/10000100000000060000000000746032_0.smil
CCTV5+,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227270/10000100000000060000000001635911_0.smil
CCTV6,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227266/10000100000000060000000000746033_0.smil
CCTV7,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227229/10000100000000060000000000680052_0.smil
CCTV8,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227257/10000100000000060000000000746034_0.smil
CCTV9,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227305/10000100000000060000000001945877_0.smil
CCTV10,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227035/10000100000000060000000000570886_0.smil
CCTV11,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227307/10000100000000060000000001945885_0.smil
CCTV12,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227234/10000100000000060000000000680049_0.smil
CCTV13,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227314/10000100000000060000000001945886_0.smil
CCTV14,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227036/10000100000000060000000000570887_0.smil
CCTV15,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227316/10000100000000060000000001945887_0.smil
CCTV16,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227265/10000100000000060000000001629537_0.smil
CCTV17,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227027/10000100000000060000000000570952_0.smil
第一剧场,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227225/10000100000000060000000000680077_0.smil
风云剧场,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227223/10000100000000060000000000680087_0.smil
怀旧剧场,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227224/10000100000000060000000000680135_0.smil
世界地理,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227222/10000100000000060000000000680136_0.smil
风云音乐,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227226/10000100000000060000000000680078_0.smil
央视台球,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227221/10000100000000060000000000680137_0.smil
女性时尚,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227219/10000100000000060000000000680138_0.smil
央视文化精品,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227220/10000100000000060000000000680139_0.smil
高尔夫网球,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227217/10000100000000060000000000680140_0.smil
风云足球,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227218/10000100000000060000000000680161_0.smil
兵器科技,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227216/10000100000000060000000000680162_0.smil
精彩影视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227271/10000100000000060000000001646400_0.smil
CHC高清电影,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227215/10000100000000060000000000680163_0.smil
CHC家庭影院,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227213/10000100000000060000000000680164_0.smil
CHC动作电影,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227214/10000100000000060000000000680177_0.smil
江西卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221226961/10000100000000060000000000543478_0.smil
江西都市频道,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227290/10000100000000060000000001722654_0.smil
江西经济生活,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227092/10000100000000060000000000610996_0.smil
江西影视旅游,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227287/10000100000000060000000001899760_0.smil
江西公共农业,rtsp://118.212.169.207:554/PLTV/88888888/224/3221226948/10000100000000060000000000527279_0.smil
江西少儿,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227089/10000100000000060000000000582672_0.smil
江西新闻,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227051/10000100000000060000000000571126_0.smil
江西移动,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227285/10000100000000060000000001842697_0.smil
江西教育,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227283/10000100000000060000000001741171_0.smil
湖南卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227037/10000100000000060000000000570888_0.smil
浙江卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227038/10000100000000060000000000570895_0.smil
辽宁卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227306/10000100000000060000000001945851_0.smil
云南卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227301/10000100000000060000000001945852_0.smil
甘肃卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227362/10000100000000060000000001951611_0.smil
贵州卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227310/10000100000000060000000001945854_0.smil
海南卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227303/10000100000000060000000001945869_0.smil
北京卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227227/10000100000000060000000000680075_0.smil
江苏卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227235/10000100000000060000000000680027_0.smil
四川卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227233/10000100000000060000000000680028_0.smil
天津卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227232/10000100000000060000000000680050_0.smil
山东卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227106/10000100000000060000000000679764_0.smil
东方卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227230/10000100000000060000000000680053_0.smil
深圳卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227228/10000100000000060000000000680074_0.smil
重庆卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227041/10000100000000060000000000570949_0.smil
河南卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227042/10000100000000060000000000570950_0.smil
河北卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227043/10000100000000060000000000570951_0.smil
吉林卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227045/10000100000000060000000000571120_0.smil
安徽卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227046/10000100000000060000000000571121_0.smil
广东卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227047/10000100000000060000000000571122_0.smil
湖北卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227049/10000100000000060000000000571124_0.smil
东南卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227050/10000100000000060000000000571125_0.smil
广西卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227105/10000100000000060000000000637589_0.smil
黑龙江卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227210/10000100000000060000000000680015_0.smil
山西卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227003/10000100000000060000000000568727_0.smil
青海卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227066/10000100000000060000000000571266_0.smil
陕西卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227061/10000100000000060000000000571271_0.smil
宁夏卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227059/10000100000000060000000000571273_0.smil
新疆卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227058/10000100000000060000000000571274_0.smil
内蒙古台,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227057/10000100000000060000000000571275_0.smil
西藏卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227054/10000100000000060000000000571278_0.smil
兵团卫视,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227053/10000100000000060000000000571279_0.smil
CCTV-1标清,rtsp://118.212.169.207:554/PLTV/88888888/224/3221226943/10000100000000060000000000525020_0.smil
CCTV-2标清,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227087/10000100000000060000000000572204_0.smil
CCTV-4标清,rtsp://118.212.169.207:554/PLTV/88888888/224/3221226955/10000100000000060000000000527316_0.smil
CCTV-7标清,rtsp://118.212.169.207:554/PLTV/88888888/224/3221226958/10000100000000060000000000527319_0.smil
CCTV-9标清,rtsp://118.212.169.207:554/PLTV/88888888/224/3221226984/10000100000000060000000000568689_0.smil
CCTV-10标清,rtsp://118.212.169.207:554/PLTV/88888888/224/3221226986/10000100000000060000000000568543_0.smil
CCTV-11标清,rtsp://118.212.169.207:554/PLTV/88888888/224/3221226941/10000100000000060000000000525012_0.smil
CCTV-12标清,rtsp://118.212.169.207:554/PLTV/88888888/224/3221226983/10000100000000060000000000568690_0.smil
CCTV-13标清,rtsp://118.212.169.207:554/PLTV/88888888/224/3221226982/10000100000000060000000000568691_0.smil
CCTV-14标清,rtsp://118.212.169.207:554/PLTV/88888888/224/3221226981/10000100000000060000000000568692_0.smil
CCTV-15标清,rtsp://118.212.169.207:554/PLTV/88888888/224/3221226980/10000100000000060000000000568693_0.smil
CCTV-17标清,rtsp://118.212.169.207:554/PLTV/88888888/224/3221226978/10000100000000060000000000568695_0.smil
江西卫视标清,rtsp://118.212.169.207:554/PLTV/88888888/224/3221226944/10000100000000060000000000525019_0.smil
江西三套标清,rtsp://118.212.169.207:554/PLTV/88888888/224/3221226950/10000100000000060000000000527277_0.smil
江西四套标清,rtsp://171.35.195.54:554/PLTV/88888888/224/3221226949/10000100000000060000000000527278_0.smil
江西五套标清,rtsp://171.35.195.55:554/PLTV/88888888/224/3221226948/10000100000000060000000000527279_0.smil
江西六套标清,rtsp://171.35.195.55:554/PLTV/88888888/224/3221226947/10000100000000060000000000527280_0.smil
江西七套标清,rtsp://171.35.195.54:554/PLTV/88888888/224/3221226945/10000100000000060000000000527282_0.smil
江西六套标清,rtsp://118.212.169.207:554/PLTV/88888888/224/3221226947/10000100000000060000000000527280_0.smil
江西七套标清,rtsp://118.212.169.207:554/PLTV/88888888/224/3221226945/10000100000000060000000000527282_0.smil
中国教育电视台-1,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227044/10000100000000060000000000571119_0.smil
CETV-1标清,rtsp://118.212.169.207:554/PLTV/88888888/224/3221226979/10000100000000060000000000568694_0.smil
CETV-2标清,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227289/10000100000000060000000001945784_0.smil
CETV-4标清,rtsp://118.212.169.207:554/PLTV/88888888/224/3221226985/10000100000000060000000000568688_0.smil
金鹰纪实,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227039/10000100000000060000000000570897_0.smil
纪实人文,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227040/10000100000000060000000000570944_0.smil
风尚购物,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227263/10000100000000060000000001461890_0.smil
快乐垂钓,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227048/10000100000000060000000000571123_0.smil
茶频道,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227052/10000100000000060000000000571127_0.smil
优优宝贝,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227274/10000100000000060000000001646416_0.smil
环球旅游,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227272/10000100000000060000000001646421_0.smil
武术世界,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227278/10000100000000060000000001646403_0.smil
金鹰卡通,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227312/10000100000000060000000001945876_0.smil
炫动卡通,rtsp://118.212.169.207:554/PLTV/88888888/224/3221226968/10000100000000060000000000568712_0.smil
新动漫,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227212/10000100000000060000000000680199_0.smil
先锋兵羽,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227209/10000100000000060000000000680201_0.smil
求索记录,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227269/10000100000000060000000001646407_0.smil
生态环境,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227275/10000100000000060000000001646425_0.smil
文物宝库,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227273/10000100000000060000000001646408_0.smil
家庭理财,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227280/10000100000000060000000001646426_0.smil
车迷频道,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227282/10000100000000060000000001646427_0.smil
梨园频道,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227267/10000100000000060000000001646411_0.smil
四海钓鱼,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227277/10000100000000060000000001646431_0.smil
中华特产,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227279/10000100000000060000000001646439_0.smil
中国天气,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227288/10000100000000060000000001646552_0.smil
证券服务,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227286/10000100000000060000000001646447_0.smil
百姓健康,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227276/10000100000000060000000001646451_0.smil
财富天下,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227296/10000100000000060000000001842698_0.smil

央视频,#genre#
CCTV-1 综合,http://192.168.3.1:35455/gaoma/cctv1.m3u8
CCTV-2 财经,http://192.168.3.1:35455/gaoma/cctv2.m3u8
CCTV-3 综艺,http://192.168.3.1:35455/gaoma/cctv3.m3u8
CCTV-4 中文国际,http://192.168.3.1:35455/gaoma/cctv4.m3u8
CCTV-5 体育,http://192.168.3.1:35455/gaoma/cctv5.m3u8
CCTV-5+ 体育赛事,http://192.168.3.1:35455/gaoma/cctv5p.m3u8
CCTV-7 国防军事,http://192.168.3.1:35455/gaoma/cctv7.m3u8
CCTV-8 电视剧,http://192.168.3.1:35455/gaoma/cctv8.m3u8
CCTV-9 纪录,http://192.168.3.1:35455/gaoma/cctv9.m3u8
CCTV-10 科教,http://192.168.3.1:35455/gaoma/cctv10.m3u8
CCTV-11 戏曲,http://192.168.3.1:35455/gaoma/cctv11.m3u8
CCTV-12 社会与法,http://192.168.3.1:35455/gaoma/cctv12.m3u8
CCTV-13 新闻,http://192.168.3.1:35455/gaoma/cctv13.m3u8
CCTV-14 少儿,http://192.168.3.1:35455/gaoma/cctv14.m3u8
CCTV-15 音乐,http://192.168.3.1:35455/gaoma/cctv15.m3u8
CCTV-16 奥林匹克,http://192.168.3.1:35455/gaoma/cctv16.m3u8
CCTV-16 奥林匹克 4K,http://192.168.3.1:35455/gaoma/cctv4k16.m3u8
CCTV-17 农业农村,http://192.168.3.1:35455/gaoma/cctv17.m3u8
CCTV-4K 超高清,http://192.168.3.1:35455/gaoma/cctv4k.m3u8
CCTV-8K 超高清,http://192.168.3.1:35455/gaoma/cctv8k_36m.m3u8
CGTN,http://192.168.3.1:35455/gaoma/cgtnen.m3u8
CGTN法语频道,http://192.168.3.1:35455/gaoma/cgtnfr.m3u8
CGTN俄语频道,http://192.168.3.1:35455/gaoma/cgtnru.m3u8
CGTN阿拉伯语频道,http://192.168.3.1:35455/gaoma/cgtnar.m3u8
CGTN西班牙语频道,http://192.168.3.1:35455/gaoma/cgtnsp.m3u8
CGTN外语纪录频道,http://192.168.3.1:35455/gaoma/cgtndoc.m3u8
CCTV-1 综合,http://192.168.3.1:4526/ysptp/cctv1
CCTV-2 财经,http://192.168.3.1:4526/ysptp/cctv2
CCTV-3 综艺,http://192.168.3.1:4526/ysptp/cctv3
CCTV-4 中文国际,http://192.168.3.1:4526/ysptp/cctv4
CCTV-5 体育,http://192.168.3.1:4526/ysptp/cctv5
CCTV-5+ 体育赛事,http://192.168.3.1:4526/ysptp/cctv5p
CCTV-7 国防军事,http://192.168.3.1:4526/ysptp/cctv7
CCTV-8 电视剧,http://192.168.3.1:4526/ysptp/cctv8
CCTV-9 纪录,http://192.168.3.1:4526/ysptp/cctv9
CCTV-10 科教,http://192.168.3.1:4526/ysptp/cctv10
CCTV-11 戏曲,http://192.168.3.1:4526/ysptp/cctv11
CCTV-12 社会与法,http://192.168.3.1:4526/ysptp/cctv12
CCTV-13 新闻,http://192.168.3.1:4526/ysptp/cctv13
CCTV-14 少儿,http://192.168.3.1:4526/ysptp/cctv14
CCTV-15 音乐,http://192.168.3.1:4526/ysptp/cctv15
CCTV-16 奥林匹克,http://192.168.3.1:4526/ysptp/cctv16
CCTV-16 奥林匹克 4K,http://192.168.3.1:4526/ysptp/cctv4k16
CCTV-17 农业农村,http://192.168.3.1:4526/ysptp/cctv17
CCTV-4K 超高清,http://192.168.3.1:4526/ysptp/cctv4k
CCTV-8K 超高清,http://192.168.3.1:4526/ysptp/cctv8k_36m
CGTN,http://192.168.3.1:4526/ysptp/cgtnen
CGTN法语频道,http://192.168.3.1:4526/ysptp/cgtnfr
CGTN俄语频道,http://192.168.3.1:4526/ysptp/cgtnru
CGTN阿拉伯语频道,http://192.168.3.1:4526/ysptp/cgtnar
CGTN西班牙语频道,http://192.168.3.1:4526/ysptp/cgtnsp
CGTN外语纪录频道,http://192.168.3.1:4526/ysptp/cgtndoc

赣橙TV,#genre#
CCTV-1 综合,http://192.168.3.1:4526/jxgitv/G_CCTV-1-HQ
CCTV-2 财经,http://192.168.3.1:4526/jxgitv/G_CCTV-2-HQ
CCTV-3 综艺,http://192.168.3.1:4526/jxgitv/G_CCTV-3-HQ
CCTV-4 中文国际,http://192.168.3.1:4526/jxgitv/G_CCTV-4-HQ
CCTV-5 体育,http://192.168.3.1:4526/jxgitv/G_CCTV-5-HQ
CCTV-5+ 体育赛事,http://192.168.3.1:4526/jxgitv/G_CCTV-5PLUS-HQ
CCTV-6 电影,http://192.168.3.1:4526/jxgitv/G_CCTV-6-HQ
CCTV-8 电视剧,http://192.168.3.1:4526/jxgitv/G_CCTV-8-HQ
CCTV-9 纪录,http://192.168.3.1:4526/jxgitv/G_CCTV-9-HQ
CCTV-10 科教,http://192.168.3.1:4526/jxgitv/G_CCTV-10-HQ
CCTV-11 戏曲,http://192.168.3.1:4526/jxgitv/G_CCTV-11-HQ
CCTV-12 社会与法,http://192.168.3.1:4526/jxgitv/G_CCTV-12-HQ
CCTV-13 新闻,http://192.168.3.1:4526/jxgitv/G_CCTV-13-HQ
CCTV-14 少儿,http://192.168.3.1:4526/jxgitv/G_CCTV-14-HQ
CCTV-16 奥林匹克,http://192.168.3.1:4526/jxgitv/G_CCTV-16-HQ
CETV-1 综合教育频道,http://192.168.3.1:4526/jxgitv/G_CETV-1-HQ
CETV-4 职业教育频道,http://192.168.3.1:4526/jxgitv/G_CETV-4-HQ
江西-2 都市频道,http://192.168.3.1:4526/jxgitv/G_JXDS
江西-3 经济生活频道,http://192.168.3.1:4526/jxgitv/G_JXJJSH
江西-4 影视·旅游频道,http://192.168.3.1:4526/jxgitv/G_JXYSLY
江西-5 公共·农业频道,http://192.168.3.1:4526/jxgitv/G_JXGGNY
江西-6 少儿频道,http://192.168.3.1:4526/jxgitv/G_JXSE
江西-7 新闻频道,http://192.168.3.1:4526/jxgitv/G_JXXW
江西教育,http://192.168.3.1:4526/jxgitv/G_JXJY
风尚购物,http://192.168.3.1:4526/jxgitv/G_FENGSHANG
海南卫视,http://192.168.3.1:4526/jxgitv/G_HAINAN-HQ
天津卫视,http://192.168.3.1:4526/jxgitv/G_TIANJIN-HQ
湖北卫视,http://192.168.3.1:4526/jxgitv/G_HUBEI-HQ
浙江卫视,http://192.168.3.1:4526/jxgitv/G_ZHEJIANG-HQ
东方卫视,http://192.168.3.1:4526/jxgitv/G_DONGFANG-HQ
兵团卫视,http://192.168.3.1:4526/jxgitv/G_BINGTUAN
江苏卫视,http://192.168.3.1:4526/jxgitv/G_JIANGSU-HQ
吉林卫视,http://192.168.3.1:4526/jxgitv/G_JILIN-HQ
四川卫视,http://192.168.3.1:4526/jxgitv/G_SICHUAN-HQ
云南卫视,http://192.168.3.1:4526/jxgitv/G_YUNNAN
深圳卫视,http://192.168.3.1:4526/jxgitv/G_SHENZHEN-HQ
新疆卫视,http://192.168.3.1:4526/jxgitv/G_XINJIANG
山东卫视,http://192.168.3.1:4526/jxgitv/G_SHANDONG-HQ
重庆卫视,http://192.168.3.1:4526/jxgitv/G_CHONGQING-HQ
东南卫视,http://192.168.3.1:4526/jxgitv/G_DONGNAN-HQ
山西卫视,http://192.168.3.1:4526/jxgitv/SXWS
河南卫视,http://192.168.3.1:4526/jxgitv/G_HENAN-HQ
陕西卫视,http://192.168.3.1:4526/jxgitv/G_SHANXI
河北卫视,http://192.168.3.1:4526/jxgitv/G_HEBEI-HQ
黑龙江卫视,http://192.168.3.1:4526/jxgitv/G_HEILONGJIANG-HQ
西藏卫视,http://192.168.3.1:4526/jxgitv/G_XIZANG
湖南卫视,http://192.168.3.1:4526/jxgitv/G_HUNAN-HQ
安徽卫视,http://192.168.3.1:4526/jxgitv/G_ANHUI-HQ
内蒙古卫视,http://192.168.3.1:4526/jxgitv/G_NEIMENGGU
北京卫视,http://192.168.3.1:4526/jxgitv/G_BEIJING-HQ
金鹰纪实,http://192.168.3.1:4526/jxgitv/G_JINYINGJS-HQ
金鹰卡通,http://192.168.3.1:4526/jxgitv/G_JINYING
甘肃卫视,http://192.168.3.1:4526/jxgitv/G_GANSU
贵州卫视,http://192.168.3.1:4526/jxgitv/G_GUIZHOU-HQ
辽宁卫视,http://192.168.3.1:4526/jxgitv/G_LIAONING-HQ
青海卫视,http://192.168.3.1:4526/jxgitv/G_QINGHAI
宁夏卫视,http://192.168.3.1:4526/jxgitv/G_NINGXIA
广东卫视,http://192.168.3.1:4526/jxgitv/G_GUANGDONG-HQ
江西卫视,http://192.168.3.1:4526/jxgitv/G_JIANGXI-HQ
广西卫视,http://192.168.3.1:4526/jxgitv/G_GUANGXI-HQ

四季,#genre#
TVBS 綜藝台,http://192.168.3.1:4526/4gtv/284/1080
TVBS 台劇台,http://192.168.3.1:4526/4gtv/285/1080
三立綜合台,http://192.168.3.1:4526/4gtv/169/1080
三立 iNEWS,http://192.168.3.1:4526/4gtv/229/1080
ELTA 生活旅遊,http://192.168.3.1:4526/4gtv/237/1080
CNBC Asia 財經台,http://192.168.3.1:4526/4gtv/235/1080
時尚運動X,http://192.168.3.1:4526/4gtv/277/1080
影迷數位紀實台,http://192.168.3.1:4526/4gtv/212/1080
My Cinema Europe HD 我的歐洲電影,http://192.168.3.1:4526/4gtv/176/1080
戲劇免費看 1台,http://192.168.3.1:4526/4gtv/270/1080
經典電影台,http://192.168.3.1:4526/4gtv/201/1080
電影原聲台 CMusic,http://192.168.3.1:4526/4gtv/218/1080
CinemaWorld,http://192.168.3.1:4526/4gtv/225/1080
HITS 頻道,http://192.168.3.1:4526/4gtv/186/1080
Rock Action,http://192.168.3.1:4526/4gtv/180/1080
Rock Entertainment,http://192.168.3.1:4526/4gtv/275/1080
金光布袋戲,http://192.168.3.1:4526/4gtv/236/1080
霹靂布袋戲,http://192.168.3.1:4526/4gtv/301/1080
DreamWorks 夢工廠動畫,http://192.168.3.1:4526/4gtv/282/1080
Nickelodeon,http://192.168.3.1:4526/4gtv/185/1080
Nick Jr. 兒童頻道,http://192.168.3.1:4526/4gtv/219/1080
